"Gebiet","Sachmerkmal","2011","2013","2015","2017","2019","2021"
Probstheida,Umzugsabsicht,"26,7","25,9086313523323","31,827223294677","29,1054842346462","17,5550464672051","21,9202486776307"
Meusdorf,Umzugsabsicht,"23,4","24,1057207694574","18,6066694307506","24,9854845138486","20,4763527087589","19,9260894726256"
Liebertwolkwitz,Umzugsabsicht,"17,3","24,4980879702982","30,6739996534338","26,0928936971848","16,6232596285879","21,0193343677994"
Holzhausen,Umzugsabsicht,"19,6","18,8833397993937","20,9115571733285","18,8170512705616","8,47954738244679","21,3712232906518"
Südvorstadt,Umzugsabsicht,"57,1","55,1539603732923","49,2977735311595","50,6861151560173","41,5180327841276","47,2587782889478"
Connewitz,Umzugsabsicht,"47,1","44,3691998175072","37,2649485764096","41,505889582647","23,1463741874079","29,6845455447489"
Marienbrunn,Umzugsabsicht,"27,3","31,6175150671928","31,5803293661043","29,499474181489","22,4029416818449","18,8585760598159"
Lößnig,Umzugsabsicht,"35,2","35,0940100518638","34,4746577239781","27,3195714888246","15,2969936966629","28,2728039810746"
Dölitz-Dösen,Umzugsabsicht,"29,2","26,1342984706331","31,1070695615909","31,6010906672731","23,8173986696396","26,8492164495692"
Schleußig,Umzugsabsicht,"47,4","44,2086763968753","38,0546964328002","45,6193647746682","37,7420690848724","38,7758977955041"
Plagwitz,Umzugsabsicht,"46,2","47,7895717684611","55,0952419008986","40,214922022161","39,1102014169707","38,1194090271693"
Kleinzschocher,Umzugsabsicht,"40,7","49,2202071934826","38,1230074806622","33,0793170604765","36,6442092834103","44,4807783854192"
Großzschocher,Umzugsabsicht,"23,3","30,1389983611099","23,9549450910216","23,6319457609528","23,8449569674772","29,4047604205447"
Knautkleeberg-Knauthain,Umzugsabsicht,"15,1","14,582593909472","18,2883130564465","10,1329661337669","12,3906846840062","20,3841325245035"
Hartmannsdorf-Knautnaundorf,Umzugsabsicht,"20,8","19,6506313896363","25,8644377687273","23,6143091128119","13,593039152617","14,4269428275498"
Schönau,Umzugsabsicht,"38,4","28,0140507952986","30,3250041988642","27,5710907369759","16,8961568538171","25,7785339919059"
Grünau-Ost,Umzugsabsicht,"29,5","21,5348867017104","29,4415224309724","20,5600028482993","25,6433706502924","32,3481216426838"
Grünau-Mitte,Umzugsabsicht,"34,2","38,7961418828742","31,0461220810782","42,0112963139683","37,1386761031745","37,5412261859449"
Grünau-Siedlung,Umzugsabsicht,"19,1","19,3133350188285","17,0773542905829","16,4710257203519","8,08738569173116","12,831070326256"
Lausen-Grünau,Umzugsabsicht,"33,4","35,894056453889","27,6586722529358","26,6577390061906","26,4315855681688","43,1167182967243"
Grünau-Nord,Umzugsabsicht,"34,7","36,6330794174716","46,6699472699279","24,4970667126412","38,9400150192091","41,3167333758899"
Miltitz,Umzugsabsicht,"25","19,9081170404485","13,5597238932872","25,9443162955218","17,0807333016773","16,6232854141921"
Lindenau,Umzugsabsicht,"45,3","64,4617554202396","54,3412800291327","35,9384206570911","40,6758335039072","46,4850070941526"
Altlindenau,Umzugsabsicht,"48,2","53,7773135892661","49,5966225906232","60,0613236708358","37,0713874670731","43,1201351194121"
Neulindenau,Umzugsabsicht,"27,6","54,8415108316752","35,5410356073816","28,8132822603308","24,688863187832","28,9417908157506"
Leutzsch,Umzugsabsicht,"44","26,7615868760634","35,7962843845364","28,2913237416685","30,9682185912964","26,5430045573089"
Böhlitz-Ehrenberg,Umzugsabsicht,"28,8","34,7133320762561","24,6477899352976","19,7683240458747","17,5382365328687","27,2397465288992"
Burghausen-Rückmarsdorf,Umzugsabsicht,"18,8","22,5850658122965","26,1364077748968","18,6933633558653","23,6041914351931","9,3874147935993"
Möckern,Umzugsabsicht,"38,4","41,0420319168039","41,4803809648461","36,5764475546697","36,1872886529146","39,5504573774213"
Wahren,Umzugsabsicht,"32,2","40,769174764967","32,460433732436","25,9821778075187","24,6794347892994","35,2677749083943"
Lützschena-Stahmeln,Umzugsabsicht,"29,5","25,9729511615261","18,5803632902693","17,7744727265158","14,9387131900182","24,8141225473403"
Lindenthal,Umzugsabsicht,"19,6","29,0001353387678","20,3096866043708","19,8268334404866","25,8574672700074","25,9985574308327"
Gohlis-Süd,Umzugsabsicht,"52,9","41,6665676782798","39,9929732028351","31,6843151231795","36,945523629887","38,9481453306733"
Gohlis-Mitte,Umzugsabsicht,"48,2","44,7467410537588","39,0298547625152","33,9146071289011","40,4934545991555","42,508369617135"
Gohlis-Nord,Umzugsabsicht,"34,9","30,9917033955838","28,1576001658886","30,0209456048331","40,1382255926877","45,5090915188936"
Eutritzsch,Umzugsabsicht,"36,6","51,2383328049732","39,9045127499937","34,5192191484381","40,0238077995867","47,0190368368417"
Seehausen,Umzugsabsicht,"30,9","30,3383741882972","32,8580490473118","26,8899273188484","18,1337549247422","22,1474670151303"
Wiederitzsch,Umzugsabsicht,"18,4","30,9077531636013","15,7628262163444","23,6050951076911","9,32821319793989","21,2825091244951"
Mitte,Umzugsabsicht,"47,8","52,0332576332317","43,4638789135778","37,6419286565187","45,4302194401376","50,240693727708"
Nordost,Umzugsabsicht,"35,4","33,9046903751855","38,3065517248796","24,8664293914875","25,7473741138017","28,1745924423585"
